brand,model,type,mp,optical_zoom,digital_zoom,screen_size,price,matches
hikvision,ds-2cd2232-i5,NULL,,,,,,"{'www.alibaba.com//33994', 'www.alibaba.com//37802', 'www.alibaba.com//24110', 'www.alibaba.com//25599', 'www.alibaba.com//35602', 'www.alibaba.com//34906', 'www.alibaba.com//34282', 'www.alibaba.com//22992', 'www.alibaba.com//23118', 'www.alibaba.com//27922', 'www.alibaba.com//23941', 'www.alibaba.com//37687', 'www.alibaba.com//29441', 'www.alibaba.com//34307', 'www.alibaba.com//36378', 'www.alibaba.com//25184', 'www.alibaba.com//36332', 'www.alibaba.com//28524', 'www.alibaba.com//27623', 'www.alibaba.com//23108', 'www.alibaba.com//23952', 'www.alibaba.com//28419', 'www.alibaba.com//29806', 'www.alibaba.com//24450', 'www.alibaba.com//28571', 'www.alibaba.com//38018', 'www.alibaba.com//28694', 'www.alibaba.com//37103', 'www.alibaba.com//35590', 'www.alibaba.com//28829', 'www.alibaba.com//34043', 'www.alibaba.com//25851', 'www.alibaba.com//23559', 'www.alibaba.com//28717', 'www.alibaba.com//24687', 'www.alibaba.com//36249', 'www.alibaba.com//28319', 'www.alibaba.com//22865', 'www.alibaba.com//28017', 'www.alibaba.com//27533', 'www.alibaba.com//27870', 'www.alibaba.com//36945', 'www.alibaba.com//23072', 'www.alibaba.com//26423', 'www.alibaba.com//36373', 'www.alibaba.com//27228', 'www.alibaba.com//24440', 'www.alibaba.com//28109', 'www.alibaba.com//24944', 'www.alibaba.com//32802', 'www.alibaba.com//28260', 'www.alibaba.com//23371', 'www.alibaba.com//22977', 'www.alibaba.com//24909', 'www.alibaba.com//26832', 'www.alibaba.com//28983', 'www.alibaba.com//33457', 'www.alibaba.com//35146', 'www.alibaba.com//26722', 'www.alibaba.com//29618', 'www.alibaba.com//22994', 'www.alibaba.com//27521', 'www.alibaba.com//28629', 'www.alibaba.com//29208', 'www.alibaba.com//29814', 'www.alibaba.com//25657', 'www.alibaba.com//24538', 'www.alibaba.com//26216', 'www.alibaba.com//33380', 'www.alibaba.com//28486', 'www.alibaba.com//24499', 'www.alibaba.com//28617', 'www.alibaba.com//23837', 'www.alibaba.com//35455', 'www.alibaba.com//27057', 'www.alibaba.com//26621', 'www.alibaba.com//36651', 'www.alibaba.com//27867', 'www.alibaba.com//26609', 'www.alibaba.com//25025', 'www.alibaba.com//26298', 'www.alibaba.com//34648', 'www.alibaba.com//36892', 'www.alibaba.com//24074', 'www.alibaba.com//30305', 'www.alibaba.com//33341', 'www.alibaba.com//27792', 'www.alibaba.com//37008', 'www.alibaba.com//34749', 'www.alibaba.com//23430', 'www.alibaba.com//34619', 'www.alibaba.com//23432', 'www.alibaba.com//29116', 'www.alibaba.com//25006', 'www.alibaba.com//27673', 'www.alibaba.com//34876', 'www.alibaba.com//35595', 'www.alibaba.com//25029', 'www.alibaba.com//36861', 'www.alibaba.com//34321', 'www.alibaba.com//37119', 'www.alibaba.com//32731', 'www.alibaba.com//23822', 'www.alibaba.com//35639', 'www.alibaba.com//37331', 'www.alibaba.com//27691', 'www.alibaba.com//23921', 'www.alibaba.com//30217'}"
hikvision,ds-2cd2312-i,NULL,1.3,,,,,"{'www.alibaba.com//35018', 'www.alibaba.com//26075', 'www.alibaba.com//25291', 'www.alibaba.com//29819', 'www.alibaba.com//29672', 'www.alibaba.com//25530', 'www.alibaba.com//32679', 'www.alibaba.com//27992', 'www.alibaba.com//35379', 'www.alibaba.com//37049', 'www.alibaba.com//24600', 'www.alibaba.com//27502', 'www.alibaba.com//37141', 'www.alibaba.com//32746', 'www.alibaba.com//37251', 'www.alibaba.com//23648', 'www.alibaba.com//27573', 'www.alibaba.com//28165', 'www.alibaba.com//28489', 'www.alibaba.com//29233', 'www.alibaba.com//23052', 'www.alibaba.com//35606', 'www.alibaba.com//25101', 'www.alibaba.com//26000', 'www.alibaba.com//28268', 'www.alibaba.com//36947', 'www.alibaba.com//27171'}"
hikvision,ds-2cd2332-i,NULL,,,,,,"{'www.alibaba.com//25732', 'www.alibaba.com//25789', 'www.alibaba.com//25191', 'www.alibaba.com//30168', 'www.alibaba.com//22741', 'www.alibaba.com//34452', 'www.alibaba.com//23827', 'www.alibaba.com//27106', 'www.alibaba.com//34559', 'www.alibaba.com//27888', 'www.alibaba.com//25310', 'www.alibaba.com//28601', 'www.alibaba.com//25261', 'www.alibaba.com//25739', 'www.alibaba.com//32701', 'www.alibaba.com//34121', 'www.alibaba.com//28333', 'www.alibaba.com//26266', 'www.alibaba.com//25338', 'www.alibaba.com//27039', 'www.alibaba.com//26834', 'www.alibaba.com//24432', 'www.alibaba.com//28897', 'www.alibaba.com//26691', 'www.alibaba.com//24586', 'www.alibaba.com//24121', 'www.alibaba.com//27081', 'www.alibaba.com//36094', 'www.alibaba.com//24232', 'www.alibaba.com//34539', 'www.alibaba.com//34062', 'www.alibaba.com//22933', 'www.alibaba.com//28299', 'www.alibaba.com//28114', 'www.alibaba.com//27126', 'www.alibaba.com//22950', 'www.alibaba.com//28882', 'www.alibaba.com//26646', 'www.alibaba.com//29144', 'www.alibaba.com//29165', 'www.alibaba.com//28390', 'www.alibaba.com//27356', 'www.alibaba.com//26156', 'www.alibaba.com//26686', 'www.alibaba.com//26981', 'www.alibaba.com//34800', 'www.alibaba.com//35044', 'www.alibaba.com//23092', 'www.alibaba.com//36475', 'www.alibaba.com//36972', 'www.alibaba.com//36632', 'www.alibaba.com//22869', 'www.alibaba.com//25918', 'www.alibaba.com//34347', 'www.alibaba.com//23299', 'www.alibaba.com//24910', 'www.alibaba.com//25425', 'www.alibaba.com//36163', 'www.alibaba.com//29168', 'www.alibaba.com//27007', 'www.alibaba.com//34554', 'www.alibaba.com//34645', 'www.alibaba.com//24545', 'www.alibaba.com//22776', 'www.alibaba.com//29935', 'www.alibaba.com//29409', 'www.alibaba.com//25198', 'www.alibaba.com//35802', 'www.alibaba.com//27314', 'www.alibaba.com//30589', 'www.alibaba.com//22582', 'www.alibaba.com//26583', 'www.alibaba.com//29802', 'www.alibaba.com//37440', 'www.alibaba.com//36370', 'www.alibaba.com//26994', 'www.alibaba.com//37321', 'www.alibaba.com//37451', 'www.alibaba.com//34198', 'www.alibaba.com//24302', 'www.alibaba.com//23794', 'www.alibaba.com//36587', 'www.alibaba.com//37094', 'www.alibaba.com//37007', 'www.alibaba.com//22651', 'www.alibaba.com//25370', 'www.alibaba.com//23353', 'www.alibaba.com//26766', 'www.alibaba.com//34717', 'www.alibaba.com//27686', 'www.alibaba.com//26697', 'www.alibaba.com//26459', 'www.alibaba.com//23586', 'www.alibaba.com//24021', 'www.alibaba.com//35039', 'www.alibaba.com//27279', 'www.alibaba.com//22937', 'www.alibaba.com//25147', 'www.alibaba.com//29820', 'www.alibaba.com//26971', 'www.alibaba.com//32743', 'www.alibaba.com//37256', 'www.alibaba.com//36297', 'www.alibaba.com//37084', 'www.alibaba.com//24152', 'www.alibaba.com//24167', 'www.alibaba.com//23775', 'www.alibaba.com//35838', 'www.alibaba.com//36125', 'www.alibaba.com//27907', 'www.alibaba.com//24886', 'www.alibaba.com//35782', 'www.alibaba.com//23183', 'www.alibaba.com//29892', 'www.alibaba.com//34953', 'www.alibaba.com//23313', 'www.alibaba.com//36904', 'www.alibaba.com//25751', 'www.alibaba.com//25165', 'www.alibaba.com//34766', 'www.alibaba.com//22781', 'www.alibaba.com//37576', 'www.alibaba.com//36354', 'www.alibaba.com//27131'}"
hikvision,ds-2cd2412f-i,NULL,1.3,,,,,"{'www.alibaba.com//36117', 'www.alibaba.com//36243', 'www.alibaba.com//36195', 'www.alibaba.com//34855', 'www.alibaba.com//29222', 'www.alibaba.com//29418', 'www.alibaba.com//22648', 'www.alibaba.com//36735', 'www.alibaba.com//33453', 'www.alibaba.com//28062', 'www.alibaba.com//25110', 'www.alibaba.com//33079', 'www.alibaba.com//24392', 'www.alibaba.com//22909', 'www.alibaba.com//23024', 'www.alibaba.com//37762', 'www.alibaba.com//35861', 'www.alibaba.com//25727', 'www.alibaba.com//30194', 'www.alibaba.com//28851', 'www.alibaba.com//27984', 'www.alibaba.com//34767', 'www.alibaba.com//35584', 'www.alibaba.com//27619', 'www.alibaba.com//27243', 'www.alibaba.com//36138', 'www.alibaba.com//36821', 'www.alibaba.com//27912', 'www.alibaba.com//34135'}"
hikvision,ds-2cd2412f-iw,NULL,,,,,,"{'www.alibaba.com//30529', 'www.alibaba.com//27124', 'www.alibaba.com//27098', 'www.alibaba.com//28284', 'www.alibaba.com//26446', 'www.alibaba.com//26243', 'www.alibaba.com//27424', 'www.alibaba.com//34662', 'www.alibaba.com//28437', 'www.alibaba.com//23383', 'www.alibaba.com//36325', 'www.alibaba.com//25805', 'www.alibaba.com//36301', 'www.alibaba.com//34501', 'www.alibaba.com//23461', 'www.alibaba.com//28874', 'www.alibaba.com//34254', 'www.alibaba.com//35306', 'www.alibaba.com//30579'}"
hikvision,ds-2cd2432f-i,NULL,3.0,,,,,"{'www.alibaba.com//25105', 'www.alibaba.com//27075', 'www.alibaba.com//28696', 'www.alibaba.com//25858', 'www.alibaba.com//36317', 'www.alibaba.com//23798', 'www.alibaba.com//29270', 'www.alibaba.com//29190', 'www.alibaba.com//22837', 'www.alibaba.com//24721', 'www.alibaba.com//28754', 'www.alibaba.com//28611', 'www.alibaba.com//30513', 'www.alibaba.com//34674', 'www.alibaba.com//24366', 'www.alibaba.com//26371', 'www.alibaba.com//27779', 'www.alibaba.com//27853', 'www.alibaba.com//32657', 'www.alibaba.com//25958', 'www.alibaba.com//26338', 'www.alibaba.com//37502', 'www.alibaba.com//33328', 'www.alibaba.com//27195', 'www.alibaba.com//28242'}"
hikvision,ds-2cd2432f-iw,NULL,,,,,,"{'www.alibaba.com//22872', 'www.alibaba.com//37606', 'www.alibaba.com//23316', 'www.alibaba.com//27551', 'www.alibaba.com//35637', 'www.alibaba.com//26960', 'www.alibaba.com//24077', 'www.alibaba.com//28647'}"
hikvision,ds-2cd2512f-i,NULL,,,,,,"{'www.alibaba.com//28618', 'www.alibaba.com//27130', 'www.alibaba.com//24182', 'www.alibaba.com//36662', 'www.alibaba.com//27054', 'www.alibaba.com//23119', 'www.alibaba.com//33632', 'www.alibaba.com//35043', 'www.alibaba.com//23283', 'www.alibaba.com//25363', 'www.alibaba.com//33363', 'www.alibaba.com//30380', 'www.alibaba.com//27788', 'www.alibaba.com//36323', 'www.alibaba.com//24926', 'www.alibaba.com//26975', 'www.alibaba.com//37569', 'www.alibaba.com//26072', 'www.alibaba.com//23358', 'www.alibaba.com//36300'}"
hikvision,ds-2cd2532f-i,NULL,,,,,,"{'www.alibaba.com//24745', 'www.alibaba.com//24708', 'www.alibaba.com//27937', 'www.alibaba.com//23691', 'www.alibaba.com//23912', 'www.alibaba.com//29507', 'www.alibaba.com//23295', 'www.alibaba.com//37876', 'www.alibaba.com//26880', 'www.alibaba.com//35816', 'www.alibaba.com//36185', 'www.alibaba.com//37075', 'www.alibaba.com//36695', 'www.alibaba.com//29218', 'www.alibaba.com//36932', 'www.alibaba.com//24728', 'www.alibaba.com//23416', 'www.alibaba.com//36248', 'www.alibaba.com//34831', 'www.alibaba.com//26591', 'www.alibaba.com//28552', 'www.alibaba.com//27137', 'www.alibaba.com//26525', 'www.alibaba.com//23754', 'www.alibaba.com//34798', 'www.alibaba.com//37566', 'www.alibaba.com//35013', 'www.alibaba.com//34037', 'www.alibaba.com//29908', 'www.alibaba.com//35947', 'www.alibaba.com//35460', 'www.alibaba.com//30010', 'www.alibaba.com//36296', 'www.alibaba.com//23591', 'www.alibaba.com//26390', 'www.alibaba.com//26793', 'www.alibaba.com//36956', 'www.alibaba.com//36597', 'www.alibaba.com//25794', 'www.alibaba.com//27693', 'www.alibaba.com//24983', 'www.alibaba.com//37041', 'www.alibaba.com//28766', 'www.alibaba.com//25135', 'www.alibaba.com//27696', 'www.alibaba.com//34102', 'www.alibaba.com//36753', 'www.alibaba.com//24898', 'www.alibaba.com//29426', 'www.alibaba.com//23000', 'www.alibaba.com//33349', 'www.alibaba.com//27520', 'www.alibaba.com//35890', 'www.alibaba.com//34247', 'www.alibaba.com//26720', 'www.alibaba.com//35824', 'www.alibaba.com//34921', 'www.alibaba.com//22961', 'www.alibaba.com//25375', 'www.alibaba.com//24577', 'www.alibaba.com//27684', 'www.alibaba.com//28397', 'www.alibaba.com//27478', 'www.alibaba.com//25254', 'www.alibaba.com//30434', 'www.alibaba.com//35102', 'www.alibaba.com//36814', 'www.alibaba.com//22733', 'www.alibaba.com//37716', 'www.alibaba.com//35298', 'www.alibaba.com//23158', 'www.alibaba.com//36869', 'www.alibaba.com//28764', 'www.alibaba.com//26286', 'www.alibaba.com//23715', 'www.alibaba.com//28690', 'www.alibaba.com//33884', 'www.alibaba.com//24239', 'www.alibaba.com//36508', 'www.alibaba.com//24610', 'www.alibaba.com//27375', 'www.alibaba.com//27298', 'www.alibaba.com//28120', 'www.alibaba.com//30019', 'www.alibaba.com//27020', 'www.alibaba.com//35397', 'www.alibaba.com//26929', 'www.alibaba.com//34983', 'www.alibaba.com//27741', 'www.alibaba.com//23632', 'www.alibaba.com//27173', 'www.alibaba.com//23076', 'www.alibaba.com//28307', 'www.alibaba.com//26472', 'www.alibaba.com//32963', 'www.alibaba.com//28119', 'www.alibaba.com//36376', 'www.alibaba.com//24755', 'www.alibaba.com//27400', 'www.alibaba.com//24579', 'www.alibaba.com//29128', 'www.alibaba.com//25059', 'www.alibaba.com//35937', 'www.alibaba.com//36073', 'www.alibaba.com//26561', 'www.alibaba.com//24606', 'www.alibaba.com//27068', 'www.alibaba.com//36615', 'www.alibaba.com//32737', 'www.alibaba.com//28789', 'www.alibaba.com//26888', 'www.alibaba.com//25564', 'www.alibaba.com//26723', 'www.alibaba.com//29068', 'www.alibaba.com//28519', 'www.alibaba.com//36252', 'www.alibaba.com//35155', 'www.alibaba.com//37482', 'www.alibaba.com//27253', 'www.alibaba.com//34210', 'www.alibaba.com//28779', 'www.alibaba.com//24333', 'www.alibaba.com//37889', 'www.alibaba.com//36418', 'www.alibaba.com//34106', 'www.alibaba.com//22584', 'www.alibaba.com//29031', 'www.alibaba.com//35981', 'www.alibaba.com//34248', 'www.alibaba.com//30486', 'www.alibaba.com//27206', 'www.alibaba.com//36395', 'www.alibaba.com//35147', 'www.alibaba.com//22831', 'www.alibaba.com//23857', 'www.alibaba.com//29271', 'www.alibaba.com//29107', 'www.alibaba.com//36229', 'www.alibaba.com//6776', 'www.alibaba.com//29401', 'www.alibaba.com//27047', 'www.alibaba.com//29611', 'www.alibaba.com//34597', 'www.alibaba.com//24465', 'www.alibaba.com//30526', 'www.alibaba.com//34227', 'www.alibaba.com//25161', 'www.alibaba.com//23918'}"
hikvision,ds-2cd2532f-is,NULL,3.0,,,,,"{'www.alibaba.com//35832', 'www.alibaba.com//25940', 'www.alibaba.com//26747', 'www.alibaba.com//30117', 'www.alibaba.com//23472', 'www.alibaba.com//36457', 'www.alibaba.com//26593', 'www.alibaba.com//37667', 'www.alibaba.com//23292', 'www.alibaba.com//34632', 'www.alibaba.com//25033', 'www.alibaba.com//28220', 'www.alibaba.com//26531', 'www.alibaba.com//33693', 'www.alibaba.com//29393', 'www.alibaba.com//23281', 'www.alibaba.com//35024', 'www.alibaba.com//27549', 'www.alibaba.com//35250', 'www.alibaba.com//26672', 'www.alibaba.com//23138', 'www.alibaba.com//35015', 'www.alibaba.com//30085', 'www.alibaba.com//35927', 'www.alibaba.com//28608', 'www.alibaba.com//26393', 'www.alibaba.com//29999', 'www.alibaba.com//27292', 'www.alibaba.com//25063', 'www.alibaba.com//23707', 'www.alibaba.com//36130', 'www.alibaba.com//28450', 'www.alibaba.com//22996', 'www.alibaba.com//23243', 'www.alibaba.com//28253', 'www.alibaba.com//35977', 'www.alibaba.com//34296', 'www.alibaba.com//35661', 'www.alibaba.com//36472', 'www.alibaba.com//29880', 'www.alibaba.com//35717', 'www.alibaba.com//25076', 'www.alibaba.com//29878', 'www.alibaba.com//30131', 'www.alibaba.com//32755', 'www.alibaba.com//27218', 'www.alibaba.com//29605', 'www.alibaba.com//30011', 'www.alibaba.com//35643', 'www.alibaba.com//36361', 'www.alibaba.com//28384', 'www.alibaba.com//37696', 'www.alibaba.com//34877', 'www.alibaba.com//30337', 'www.alibaba.com//37779', 'www.alibaba.com//28025', 'www.alibaba.com//34747', 'www.alibaba.com//29563', 'www.alibaba.com//35781', 'www.alibaba.com//29833', 'www.alibaba.com//27943', 'www.alibaba.com//23661', 'www.alibaba.com//25096', 'www.alibaba.com//33851', 'www.alibaba.com//29816', 'www.alibaba.com//37991', 'www.alibaba.com//36830', 'www.alibaba.com//36673', 'www.alibaba.com//30387', 'www.alibaba.com//34992', 'www.alibaba.com//26107', 'www.alibaba.com//27069', 'www.alibaba.com//33830', 'www.alibaba.com//25058', 'www.alibaba.com//37169', 'www.alibaba.com//29066', 'www.alibaba.com//36005', 'www.alibaba.com//35462', 'www.alibaba.com//22957', 'www.alibaba.com//36963'}"
hikvision,ds-2cd2612f-i,NULL,1.3,,,,,{'www.alibaba.com//27083'}
hikvision,ds-2cd2632f-i,NULL,3.0,,,,,"{'www.alibaba.com//36680', 'www.alibaba.com//37337'}"
hikvision,ds-2cd2632f-is,NULL,3.0,,,,,"{'www.alibaba.com//27136', 'www.alibaba.com//33001', 'www.alibaba.com//29553', 'www.alibaba.com//36312', 'www.alibaba.com//26324', 'www.alibaba.com//33795', 'www.alibaba.com//34455', 'www.alibaba.com//33464', 'www.alibaba.com//23874', 'www.alibaba.com//28326', 'www.alibaba.com//37023', 'www.alibaba.com//22576', 'www.alibaba.com//23274', 'www.alibaba.com//24830', 'www.alibaba.com//35986', 'www.alibaba.com//23553', 'www.alibaba.com//26035', 'www.alibaba.com//36000', 'www.alibaba.com//29971', 'www.alibaba.com//36742', 'www.alibaba.com//30593', 'www.alibaba.com//26346', 'www.alibaba.com//35300', 'www.alibaba.com//23482', 'www.alibaba.com//23804', 'www.alibaba.com//34415', 'www.alibaba.com//24790', 'www.alibaba.com//27362', 'www.alibaba.com//24951', 'www.alibaba.com//29245', 'www.alibaba.com//22720', 'www.alibaba.com//34358', 'www.alibaba.com//36952', 'www.alibaba.com//34996', 'www.alibaba.com//33663', 'www.alibaba.com//25976', 'www.alibaba.com//25723', 'www.alibaba.com//36497', 'www.alibaba.com//26664', 'www.alibaba.com//24321', 'www.alibaba.com//23720', 'www.alibaba.com//28001', 'www.alibaba.com//37714', 'www.alibaba.com//27617', 'www.alibaba.com//28879', 'www.alibaba.com//37359', 'www.alibaba.com//36847', 'www.alibaba.com//37609', 'www.alibaba.com//33680', 'www.alibaba.com//26024', 'www.alibaba.com//24138', 'www.alibaba.com//27945', 'www.alibaba.com//36564', 'www.alibaba.com//23511', 'www.alibaba.com//27669', 'www.alibaba.com//23398', 'www.alibaba.com//27496', 'www.alibaba.com//27416', 'www.alibaba.com//27410', 'www.alibaba.com//24558', 'www.alibaba.com//25446', 'www.alibaba.com//32800', 'www.alibaba.com//28163', 'www.alibaba.com//24223', 'www.alibaba.com//33970', 'www.alibaba.com//25082', 'www.alibaba.com//23485', 'www.alibaba.com//32870', 'www.alibaba.com//30032', 'www.alibaba.com//34666', 'www.alibaba.com//27710', 'www.alibaba.com//27998', 'www.alibaba.com//36603', 'www.alibaba.com//24831', 'www.alibaba.com//24866', 'www.alibaba.com//24568', 'www.alibaba.com//30516', 'www.alibaba.com//27307', 'www.alibaba.com//23428', 'www.alibaba.com//25166', 'www.alibaba.com//26947', 'www.alibaba.com//26872', 'www.alibaba.com//27066', 'www.alibaba.com//23498', 'www.alibaba.com//24207', 'www.alibaba.com//26353', 'www.alibaba.com//29480', 'www.alibaba.com//28096', 'www.alibaba.com//28544', 'www.alibaba.com//27194', 'www.alibaba.com//27946', 'www.alibaba.com//37180', 'www.alibaba.com//35957', 'www.alibaba.com//29573', 'www.alibaba.com//25652', 'www.alibaba.com//25847', 'www.alibaba.com//23187', 'www.alibaba.com//26414', 'www.alibaba.com//25046', 'www.alibaba.com//28019', 'www.alibaba.com//25134', 'www.alibaba.com//27373', 'www.alibaba.com//24531', 'www.alibaba.com//27367', 'www.alibaba.com//27212', 'www.alibaba.com//35405', 'www.alibaba.com//26680', 'www.alibaba.com//37728', 'www.alibaba.com//30229', 'www.alibaba.com//35392', 'www.alibaba.com//28531', 'www.alibaba.com//29158', 'www.alibaba.com//35171', 'www.alibaba.com//34348', 'www.alibaba.com//37545', 'www.alibaba.com//30564', 'www.alibaba.com//37986', 'www.alibaba.com//23711', 'www.alibaba.com//22856', 'www.alibaba.com//35867', 'www.alibaba.com//23939', 'www.alibaba.com//28471', 'www.alibaba.com//23841', 'www.alibaba.com//26757', 'www.alibaba.com//24481', 'www.alibaba.com//28705', 'www.alibaba.com//27687', 'www.alibaba.com//29381', 'www.alibaba.com//22878', 'www.alibaba.com//35519', 'www.alibaba.com//29631', 'www.alibaba.com//25262', 'www.alibaba.com//34093', 'www.alibaba.com//33049', 'www.alibaba.com//23780', 'www.alibaba.com//25538', 'www.alibaba.com//33008', 'www.alibaba.com//30159', 'www.alibaba.com//29336', 'www.alibaba.com//30455', 'www.alibaba.com//23909', 'www.alibaba.com//37382', 'www.alibaba.com//25486', 'www.alibaba.com//35910', 'www.alibaba.com//36805', 'www.alibaba.com//37973', 'www.alibaba.com//27750', 'www.alibaba.com//37704', 'www.alibaba.com//24452', 'www.alibaba.com//28261', 'www.alibaba.com//35636', 'www.alibaba.com//37132', 'www.alibaba.com//23996', 'www.alibaba.com//30296', 'www.alibaba.com//22786', 'www.alibaba.com//32817', 'www.alibaba.com//25705', 'www.alibaba.com//25941', 'www.alibaba.com//26698', 'www.alibaba.com//29560', 'www.alibaba.com//25421', 'www.alibaba.com//34161', 'www.alibaba.com//25814', 'www.alibaba.com//28060', 'www.alibaba.com//36689', 'www.alibaba.com//25717', 'www.alibaba.com//27709', 'www.alibaba.com//24716', 'www.alibaba.com//26553', 'www.alibaba.com//29620', 'www.alibaba.com//25201', 'www.alibaba.com//24435', 'www.alibaba.com//26020', 'www.alibaba.com//37551', 'www.alibaba.com//27800', 'www.alibaba.com//35437', 'www.alibaba.com//27901', 'www.alibaba.com//29023', 'www.alibaba.com//26663', 'www.alibaba.com//24179', 'www.alibaba.com//30020', 'www.alibaba.com//25358', 'www.alibaba.com//37111', 'www.alibaba.com//23414', 'www.alibaba.com//34794', 'www.alibaba.com//24695', 'www.alibaba.com//22993', 'www.alibaba.com//36048', 'www.alibaba.com//28636', 'www.alibaba.com//24141', 'www.alibaba.com//27379', 'www.alibaba.com//23492', 'www.alibaba.com//25857', 'www.alibaba.com//26815', 'www.alibaba.com//23750', 'www.alibaba.com//36884', 'www.alibaba.com//22815', 'www.alibaba.com//36345', 'www.alibaba.com//28756', 'www.alibaba.com//34647', 'www.alibaba.com//37067', 'www.alibaba.com//28123', 'www.alibaba.com//37470', 'www.alibaba.com//22569', 'www.alibaba.com//35439', 'www.alibaba.com//25289', 'www.alibaba.com//22900', 'www.alibaba.com//24183', 'www.alibaba.com//22825', 'www.alibaba.com//35623', 'www.alibaba.com//23541', 'www.alibaba.com//29599', 'www.alibaba.com//29268', 'www.alibaba.com//37271', 'www.alibaba.com//24386', 'www.alibaba.com//24014', 'www.alibaba.com//37698', 'www.alibaba.com//26407', 'www.alibaba.com//36037', 'www.alibaba.com//26197', 'www.alibaba.com//34793', 'www.alibaba.com//27070', 'www.alibaba.com//28337', 'www.alibaba.com//25411', 'www.alibaba.com//23881', 'www.alibaba.com//35677', 'www.alibaba.com//27409', 'www.alibaba.com//30304', 'www.alibaba.com//6937', 'www.alibaba.com//25860', 'www.alibaba.com//37879', 'www.alibaba.com//22915', 'www.alibaba.com//30177', 'www.alibaba.com//30151', 'www.alibaba.com//29491', 'www.alibaba.com//27790', 'www.alibaba.com//34261', 'www.alibaba.com//34044', 'www.alibaba.com//34496', 'www.alibaba.com//23826', 'www.alibaba.com//23205', 'www.alibaba.com//29351', 'www.alibaba.com//36666', 'www.alibaba.com//25504', 'www.alibaba.com//23360', 'www.alibaba.com//26595', 'www.alibaba.com//23469', 'www.alibaba.com//23758', 'www.alibaba.com//27388', 'www.alibaba.com//28539'}"
